camp_id,campaign_name,parent_campaign_id,campaign_hierarchy_level,target_segment_ids,target_segment_count,channel_ids,primary_channel,channel_count,audience_list_ids,exclude_audience_ids,agency_ids,lead_agency,influencer_ids,influencer_count,featured_product_ids,excluded_product_ids,media_deal_ids,owning_team_id,secondary_team_ids,related_campaign_ids,competing_campaign_ids,creative_asset_ids,hero_creative_id,campaign_type,campaign_objective,start_date,end_date,status,ch_google_ads_on,ch_google_ads_budget_pct,ch_google_ads_priority,ch_meta_ads_on,ch_meta_ads_budget_pct,ch_meta_ads_priority,ch_tiktok_ads_on,ch_tiktok_ads_budget_pct,ch_tiktok_ads_priority,ch_naver_ads_on,ch_naver_ads_budget_pct,ch_naver_ads_priority,ch_kakao_moment_on,ch_kakao_moment_budget_pct,ch_kakao_moment_priority,ch_youtube_on,ch_youtube_budget_pct,ch_youtube_priority,ch_instagram_on,ch_instagram_budget_pct,ch_instagram_priority,ch_twitter_x_on,ch_twitter_x_budget_pct,ch_twitter_x_priority,ch_linkedin_on,ch_linkedin_budget_pct,ch_linkedin_priority,ch_email_on,ch_email_budget_pct,ch_email_priority,ch_sms_on,ch_sms_budget_pct,ch_sms_priority,ch_push_notification_on,ch_push_notification_budget_pct,ch_push_notification_priority,ch_display_network_on,ch_display_network_budget_pct,ch_display_network_priority,ch_native_ad_on,ch_native_ad_budget_pct,ch_native_ad_priority,ch_affiliate_on,ch_affiliate_budget_pct,ch_affiliate_priority,ch_programmatic_on,ch_programmatic_budget_pct,ch_programmatic_priority,ch_ott_ads_on,ch_ott_ads_budget_pct,ch_ott_ads_priority,ch_podcast_ads_on,ch_podcast_ads_budget_pct,ch_podcast_ads_priority,ch_influencer_on,ch_influencer_budget_pct,ch_influencer_priority,ch_offline_event_on,ch_offline_event_budget_pct,ch_offline_event_priority,target_age_min,target_age_max,target_gender,geo_서울,geo_경기,geo_부산,geo_대구,geo_인천,geo_광주,geo_대전,geo_울산,geo_세종,geo_강원,geo_충북,geo_충남,geo_전북,geo_전남,geo_경북,geo_경남,geo_제주,total_budget_krw,bid_strategy,kpi_impressions_target,kpi_impressions_actual,kpi_impressions_achievement,kpi_impressions_status,kpi_clicks_target,kpi_clicks_actual,kpi_clicks_achievement,kpi_clicks_status,kpi_conversions_target,kpi_conversions_actual,kpi_conversions_achievement,kpi_conversions_status,kpi_spend_target,kpi_spend_actual,kpi_spend_achievement,kpi_spend_status,kpi_revenue_target,kpi_revenue_actual,kpi_revenue_achievement,kpi_revenue_status,kpi_ctr_target,kpi_ctr_actual,kpi_ctr_achievement,kpi_ctr_status,kpi_cvr_target,kpi_cvr_actual,kpi_cvr_achievement,kpi_cvr_status,kpi_cpc_target,kpi_cpc_actual,kpi_cpc_achievement,kpi_cpc_status,kpi_cpa_target,kpi_cpa_actual,kpi_cpa_achievement,kpi_cpa_status,kpi_roas_target,kpi_roas_actual,kpi_roas_achievement,kpi_roas_status,kpi_cpm_target,kpi_cpm_actual,kpi_cpm_achievement,kpi_cpm_status,kpi_cpv_target,kpi_cpv_actual,kpi_cpv_achievement,kpi_cpv_status,kpi_vtr_target,kpi_vtr_actual,kpi_vtr_achievement,kpi_vtr_status,kpi_engagement_rate_target,kpi_engagement_rate_actual,kpi_engagement_rate_achievement,kpi_engagement_rate_status,kpi_bounce_rate_target,kpi_bounce_rate_actual,kpi_bounce_rate_achievement,kpi_bounce_rate_status,kpi_session_duration_target,kpi_session_duration_actual,kpi_session_duration_achievement,kpi_session_duration_status,kpi_pages_per_session_target,kpi_pages_per_session_actual,kpi_pages_per_session_achievement,kpi_pages_per_session_status,kpi_new_users_target,kpi_new_users_actual,kpi_new_users_achievement,kpi_new_users_status,kpi_returning_users_target,kpi_returning_users_actual,kpi_returning_users_achievement,kpi_returning_users_status,kpi_assisted_conversions_target,kpi_assisted_conversions_actual,kpi_assisted_conversions_achievement,kpi_assisted_conversions_status
CAMP-0217,캠페인_겨울_세일_217,CAMP-0941,1,SEG-031|SEG-081,2,youtube|instagram,youtube,2,AUD-045,AUD-069,AGENCY-11|AGENCY-49,AGENCY-11,INF-298|INF-152,2,PRD-75,PRD-490|PRD-130|PRD-10,DEAL-38|DEAL-59|DEAL-137,TEAM-15,TEAM-26|TEAM-12,CAMP-0565|CAMP-0892|CAMP-0958,CAMP-0204,CR-238|CR-1283|CR-200|CR-1258|CR-195|CR-33,CR-626,seasonal,video_views,14-12-2025,11-11-2025,UNKNOWN,N,0.275,medium,0,0.119,high,0,0.184,high,N,0.164,low,Y,0.26,low,N,0.112,critical,,0.061,medium,,0.137,high,,0.249,,1,0.3,medium,1,0.077,critical,0,0.014,critical,1,0.155,critical,,0.184,high,Y,0.108,low,0,0.292,,,0.043,,0,0.228,low,Y,0.15,medium,0,0.271,high,25,65,M,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,,1.0,1.0,1.0,0.0,5000000,smart_bidding,27.33,191.92,0.161,on_trayk,1492.7,1379.27,0.559,ahwad,998.39,104.73,2.502,초과,622.7,2041.26,2.567,at_risk,1043.32,37.0,2.241,at_risk,1997.81,866.48,1.637,초과,187.13,550.01,0.284,미달,2222.71,379.61,2.755,exceeded,74.68,381.23,1.665,초과,486.5,1250.58,2.181,behind,33.23,273.16,0.462,behind,173.49,993.83,1.023,at_risk,1184.06,436.52,0.656,미달,41.42,799.1,1.956,at_risk,403.92,449.01,2.251,on_track,65.15,1402.71,0.735,미달,697.13,2626.77,2.504,on_track,1119.54,290.96,1.226,at_risk,2019.11,442.87,2.752,ahead,4563.7,155.01,0.882,
CAMP-0218,캠페인_겨울_프로모_218,,0,SEG-030|SEG-096|SEG-012|SEG-056|SEG-013,5,meta_ads|native_ad,meta_ads,2,AUD-065|AUD-052,AUD-173|AUD-145,AGENCY-20|AGENCY-13,AGENCY-20,INF-132,1,PRD-251|PRD-171|PRD-129|PRD-72|PRD-26,PRD-73|PRD-485,DEAL-65|DEAL-102,TEAM-11,TEAM-9,CAMP-0382,CAMP-0585|CAMP-0596|CAMP-0888,CR-973,CR-1424,always_on,app_install,29-04-2024,07-06-2023,,0,0.21,medium,1,0.235,high,N,0.211,,1,0.252,critical,0,0.274,medium,0,0.222,medium,1,0.12,high,0,0.279,low,,0.204,low,N,0.297,critical,N,0.247,critical,Y,0.071,,N,0.049,high,,0.032,high,1,0.165,medium,Y,0.16,medium,1,0.001,low,Y,0.057,,1,0.14,low,1,0.156,medium,18,55,female,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,1000000,smart_bidding,819.78,586.77,1.19,at_risk,1315.54,4.71,2.761,초과,1058.44,1728.85,2.869,behind,1694.17,15.86,1.958,on_track,2375.68,1014.42,0.705,exceeded,777.65,1204.92,2.609,미달,1275.48,1944.63,0.656,behind,131.0,722.68,2.75,behind,194.78,380.77,0.462,,1213.28,1814.86,0.387,at_risk,23.52,429.26,0.98,on_track,814.29,303.23,2.992,미달,2940.02,672.63,2.414,ahead,85.18,486.34,0.818,초과,134.8,2299.09,0.978,at_risk,575.69,668.49,1.762,미달,3497.0,365.76,2.768,미달,2982.57,159.91,2.288,ahead,281.41,2878.39,0.301,초과,2272.32,2843.75,2.762,초과
CAMP-0219,캠페인_겨울_프로모_219,,1,SEG-057|SEG-022,2,google_ads|linkedin|native_ad|twitter_x|instagram|display_network|naver_ads,google_ads,7,AUD-130|AUD-166|AUD-103,AUD-097,AGENCY-20|AGENCY-13|AGENCY-41,AGENCY-20,INF-164|INF-235|INF-246|INF-210|INF-203,5,PRD-427|PRD-220|PRD-97|PRD-115|PRD-396|PRD-226|PRD-79|PRD-89|PRD-289,PRD-20|PRD-271|PRD-335,DEAL-29|DEAL-45|DEAL-63,TEAM-29,TEAM-17,CAMP-0265|CAMP-0461|CAMP-0797|CAMP-0385,CAMP-0895|CAMP-0604|CAMP-0823,CR-131|CR-1374|CR-699|CR-702|CR-1009|CR-336|CR-313,CR-37,reactivation,video_views,14-05-2024,20-07-2024,ACTIVE,1,0.252,critical,1,0.08,low,0,0.191,,1,0.039,critical,Y,0.277,medium,N,0.056,high,0,0.258,medium,1,0.227,,0,0.198,medium,0,0.227,low,Y,0.288,critical,N,0.165,critical,1,0.188,high,1,0.179,critical,1,0.009,,1,0.016,low,Y,0.003,medium,1,0.064,high,1,0.097,,0,0.154,,40,25,male,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,50000000,auto_cpc,851.38,1089.08,0.525,,1247.56,1925.21,2.68,behind,930.06,841.15,1.113,exceeded,1186.2,411.34,2.11,on_track,39.29,1258.39,1.426,at_risk,2081.03,722.77,1.113,at_risk,394.66,269.24,0.111,ahead,573.0,181.72,1.848,at_risk,179.36,297.31,1.625,on_track,332.34,1086.97,1.001,ahead,1464.68,485.14,2.014,at_risk,225.62,1371.05,2.2,미입력,804.5,120.94,2.909,ahead,1593.65,1928.5,0.873,exceeded,380.1,1142.46,2.64,behind,1132.47,17.82,2.295,미달,856.95,120.71,0.739,behind,937.42,2244.96,2.02,ahead,1988.94,293.22,2.542,초과,1088.55,71.55,0.249,초과
CAMP-0220,캠페인_가을_프로모_220,CAMP-0052,1,SEG-004|SEG-006|SEG-042|SEG-008|SEG-038,5,youtube,youtube,1,AUD-055|AUD-138|AUD-046|AUD-039|AUD-161,AUD-084|AUD-068|AUD-035,AGENCY-20|AGENCY-40,AGENCY-20,,0,PRD-284|PRD-367|PRD-294,PRD-16|PRD-113,DEAL-110,TEAM-24,TEAM-1|TEAM-8|TEAM-30,CAMP-0344|CAMP-0640|CAMP-0406|CAMP-0112|CAMP-0033,CAMP-0672,CR-382|CR-102|CR-646|CR-413|CR-1178|CR-1257|CR-534|CR-448|CR-476|CR-1270|CR-507|CR-910,CR-1470,미입력,engagement,25-04-2024,13-10-2024,완료,Y,0.273,low,0,0.256,critical,Y,0.151,high,,0.145,low,0,0.085,high,,0.007,high,,0.213,critical,N,0.19,high,Y,0.008,critical,1,0.173,medium,Y,0.107,high,1,0.217,,0,0.18,medium,1,0.096,high,1,0.036,high,N,0.26,low,0,0.141,low,0,0.023,high,,0.249,low,0,0.204,medium,40,25,female,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,0.0,0.0,10000000,manual_cpc,1929.87,272.89,1.138,behind,1524.64,871.06,2.605,on_track,801.25,16.87,1.38,exceeded,2027.88,1335.85,2.495,ahead,225.5,677.37,0.446,,981.34,13.98,0.316,on_track,724.65,152.89,1.986,at_risk,2930.11,374.66,2.723,ahead,1431.44,939.27,0.84,exceeded,390.09,2473.06,2.557,미달,32.32,187.24,1.196,exceeded,426.05,1276.63,2.427,미달,1714.52,7074.99,2.355,at_risk,576.28,2556.65,2.344,azead,243.11,473.21,0.405,초과,1403.72,1836.05,1.327,미달,882.3,79.21,2.152,behind,511.13,442.62,1.546,,1.25,19.77,1.26,초과,908.7,916.26,2.8,ahead
CAMP-0221,캠페인_연중_신규_221,CAMP-0061,1,SEG-048|SEG-056|SEG-019|SEG-032|SEG-068|SEG-053,6,offline_event|programmatic|sms|affiliate,offline_event,4,AUD-133|AUD-119|AUD-154|AUD-021|AUD-169,AUD-022|AUD-079,AGENCY-34|AGENCY-32,AGENCY-34,INF-122|INF-278|INF-275|INF-224|INF-176,5,PRD-202,PRD-325,DEAL-100|DEAL-97,TEAM-5,TEAM-14|TEAM-17|TEAM-20,CAMP-0715|CAMP-0373,CAMP-0303,CR-419|CR-701,CR-336,event,engagement,30-01-2024,20-02-2024,archived,Y,0.267,medium,1,0.069,high,Y,0.099,critical,0,0.049,,0,0.265,low,1,0.136,,Y,0.048,medium,1,0.098,,0,0.001,critical,1,0.101,high,0,0.203,low,0,0.09,medium,0,0.04,critical,0,0.066,medium,,0.099,critical,,0.112,high,N,0.191,critical,0,0.279,,,0.14,critical,1,0.074,low,25,65,all,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,smart_bid!ing,503.04,335.25,1.402,on_track,411.3,1048.73,1.984,behind,502.45,75.08,0.717,exceeded,2173.16,609.25,2.343,at_risk,285.95,149.68,2.521,at_risk,737.83,445.16,0.163,미달,178.56,849.36,0.731,초과,28.45,91.03,2.818,exceeded,180.89,1838.41,0.6,on_track,167.09,1710.83,1.749,ahead,487.45,1700.6,2.804,,380.81,215.46,2.297,exceeded,129.52,1140.29,1.702,behind,1567.56,288.38,1.328,미달,1462.13,1154.17,1.924,behind,125.89,573.27,0.237,exceeded,1552.23,50.67,2.476,,570.16,645.44,0.453,미달,1720.19,662.93,2.002,미달,514.08,1702.91,2.755,at_risk
CAMP-0222,캠페인_연중_프로모_222,,0,SEG-022|SEG-023|SEG-011,3,native_ad|display_network,native_ad,2,AUD-137|AUD-140|AUD-018|AUD-095|AUD-156,AUD-055|AUD-025,AGENCY-39,AGENCY-39,INF-175|INF-9|INF-18|INF-299|INF-47,5,PRD-121,PRD-207|PRD-480|PRD-93,DEAL-77|DEAL-42|DEAL-122|DEAL-31,TEAM-23,TEAM-8,CAMP-0352,CAMP-0926,CR-356,CR-1082,conversion,sales,09-02-2024,22-03-2025,cancelled,1,0.097,critical,Y,0.209,medium,N,0.135,low,1,0.277,critical,0,0.167,critical,1,0.003,critical,0,0.184,medium,,0.016,low,0,0.031,medium,1,0.256,,0,0.058,medium,1,0.179,,,0.095,high,1,0.252,critical,Y,0.299,critical,1,0.072,high,1,0.174,critical,0,0.25,critical,0,0.271,critical,0,0.1,medium,18,99,all,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,1.0,,0.0,,0.0,5000000,auto_cpc,708.77,276.0,2.918,ahead,1087.22,2575.7,2.984,exceeded,229.1,1456.24,2.022,ahead,187.38,843.63,1.089,초과,273.97,262.06,1.682,exceeded,331.75,2162.58,0.289,on_track,123.82,582.76,0.3,초과,1092.58,1176.38,2.544,,3247.89,3319.31,0.313,미달,716.35,10.32,1.949,on_track,1338.21,971.42,1.749,on_track,715.7,1147.09,1.656,behind,1858.21,2444.12,0.176,exceeded,1090.4,2396.9,1.262,on_track,730.76,1201.04,2.787,exceeded,2314.12,1981.96,1.754,at_risk,4330.03,302.64,2.3,미달,346.09,840.09,0.383,at_risk,821.7,1798.88,0.931,on_track,87.87,928.85,0.878,
CAMP-0223,캠페인_겨울_리타겟_223,,0,SEG-080|SEG-088|SEG-031|SEG-064|SEG-075|SEG-019|SEG-030,7,meta_ads|display_network|sms|influencer|offline_event|linkedin|programmatic,meta_ads,7,AUD-118,AUD-166,AGENCY-24|AGENCY-31,AGENCY-24,INF-189|INF-178|INF-205|INF-228|INF-264,5,PRD-270|PRD-178|PRD-202,PRD-474|PRD-376,DEAL-110|DEAL-75|DEAL-33|DEAL-35,TEAM-4,TEAM-17,CAMP-0330|CAMP-0785|CAMP-0937|CAMP-0407,CAMP-0750|CAMP-0844,CR-225|CR-228|CR-712|CR-302|CR-662|CR-1436|CR-570|CR-1379|CR-146|CR-1282|CR-679|CR-832,CR-1086,conversion,brand_lift,15-01-2023,21-02-2025,Draft,1,0.101,medium,Y,0.05,,1,0.027,low,1,0.162,low,1,0.018,,1,0.01,low,0,0.274,,Y,0.158,high,1,0.285,medium,0,0.118,low,,0.08,high,N,0.133,medium,0,0.1,high,1,0.283,critical,Y,0.194,medium,1,0.042,,0,0.274,critical,1,0.253,,0,0.139,medium,0,0.122,high,25,45,M+F,1.0,0.0,0.0,1.0,1.0,,0.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,500000,manual_cpc,33.64,58.11,0.999,초과,4083.76,91.52,0.304,초과,569.29,649.46,0.439,초과,567.58,500.69,2.78,exceeded,382.14,366.23,2.456,ahead,5846.98,381.17,2.11,behind,781.54,2930.8,1.376,exceeded,2140.23,1604.72,2.227,at_risk,502.3,538.66,2.578,미달,1272.48,877.91,1.878,-,572.85,1716.82,0.867,on_track,1974.73,779.63,2.356,초과,558.56,1519.01,2.101,UNKNOWN,449.51,715.91,0.689,exceeded,411.37,174.13,2.344,ahead,121.71,1634.21,0.257,미달,2.35,1237.58,0.779,초과,53.19,1714.55,1.923,ahead,686.34,1441.92,2.042,ahead,138.24,847.11,1.394,exceeded
CAMP-0224,캠페인_겨울_브랜딩_224,,0,SEG-082|SEG-033|SEG-059|SEG-086|SEG-002|SEG-060|SEG-037|SEG-087,8,affiliate|meta_ads|twitter_x|ott_ads,affiliate,4,AUD-009,AUD-199,AGENCY-22,AGENCY-22,INF-73,1,PRD-456|PRD-413|PRD-154|PRD-338|PRD-161|PRD-363|PRD-346|PRD-244,PRD-270|PRD-493|PRD-45,DEAL-107,TEAM-6,TEAM-23,CAMP-0647|CAMP-0921|CAMP-0227,CAMP-0864|CAMP-0156,CR-1201,CR-1115,awareness,app_install,23-12-2025,26-03-2024,draft,1,0.053,low,0,0.214,,Y,0.076,low,1,0.04,critical,1,0.062,high,0,0.225,critical,1,0.019,medium,1,0.173,medium,1,0.065,critical,1,0.087,,0,0.1,,1,0.15,low,1,0.039,medium,1,0.109,,N,0.184,,1,0.149,medium,0,0.161,low,Y,0.151,,,0.107,,1,0.144,high,18,65,female,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,1000000,-,1112.94,2187.71,2.54,on_track,1869.17,2731.47,1.306,on_track,382.45,161.93,2.276,behind,1194.66,2058.29,1.958,ahead,3136.21,866.63,0.276,exceeded,1455.36,784.5,1.233,,398.08,1132.87,2.059,,1125.86,757.35,2.665,behind,780.01,2374.64,0.24,behind,711.75,1416.36,0.276,초과,1289.84,2192.06,2.211,at_risk,892.79,1194.77,1.646,초과,2172.86,180.69,1.274,on_track,2428.68,1584.95,1.895,초과,3611.11,42.39,0.254,on_track,99.69,145.06,2.052,behind,1809.76,1194.39,0.786,초과,804.06,112.56,1.288,초과,1494.71,3449.78,0.328,behind,41.98,85.42,1.291,ahead
CAMP-0225,캠페인_봄_CRx_225,,0,SEG-010|SEG-057|SEG-045,3,display_network|meta_ads|podcast_ads|offline_event|influencer,display_network,5,AUD-097|AUD-134|AUD-044|AUD-065,AUD-021,AGENCY-49|AGENCY-46,AGENCY-49,INF-289,1,PRD-33|PRD-109|PRD-309|PRD-461|PRD-89|PRD-230|PRD-127,PRD-109,DEAL-46,TEAM-12,TEAM-3,CAMP-0307,CAMP-0903|CAMP-0353|CAMP-0595,CR-923|CR-103|CR-796|CR-616|CR-1103,CR-694,seasonal,traffic,21-12-2023,31-05-2024,진행중,0,0.018,,1,0.051,critical,1,0.251,,1,0.15,high,0,0.117,critical,Y,0.245,medium,1,0.297,critical,1,0.161,,1,0.223,high,N,0.147,high,1,0.07,low,0,0.004,,Y,0.064,high,0,0.209,low,0,0.295,low,Y,0.228,,0,0.073,,Y,0.276,,N,0.211,low,0,0.148,low,20,99,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,500000,UNKNOWN,250.92,1416.26,2.302,on_track,1215.35,199.29,2.089,초과,2248.45,1630.85,0.708,at_risk,650.37,648.15,0.962,exceeded,1392.25,608.04,2.432,behind,790.95,853.54,2.314,초과,590.88,1103.2,1.457,ahead,133.77,2393.0,1.66,exceeded,672.6,629.52,2.014,on_track,730.92,611.68,2.781,초과,805.47,970.06,0.475,at_risk,1246.14,453.01,2.953,,1287.62,197.02,1.679,초과,462.39,173.82,1.642,ahead,1047.33,3739.98,0.851,,35.36,291.35,2.183,behind,822.9,576.5,2.241,at_risk,1450.14,1851.52,1.915,초과,116.02,82.05,2.571,on_track,840.81,825.53,0.992,exceeded
CAMP-0226,캠페인_여름_브랜딩_226,,0,SEG-082|SEG-055|SEG-089|SEG-033|SEG-059,5,email|affiliate,email,2,AUD-198|AUD-177,AUD-182,AGENCY-15|AGENCY-34,AGENCY-15,INF-187|INF-97|INF-197|INF-8|INF-60,5,PRD-343|PRD-414|PRD-324|PRD-382|PRD-457,PRD-416,DEAL-94|DEAL-9,TEAM-20,TEAM-25,CAMP-0451|CAMP-0817|CAMP-0088|CAMP-0845,CAMP-0936|CAMP-0523,CR-607|CR-312|CR-562|CR-1082,CR-903,performance,leads,06-03-2023,11-10-2024,archived,1,0.084,high,0,0.176,high,N,0.072,low,1,0.217,medium,Y,0.094,low,1,0.113,,1,0.03,low,1,0.244,medium,1,0.074,critical,,0.0,critical,1,0.059,medium,1,0.248,high,N,0.125,critical,0,0.109,low,0,0.142,critical,,0.14,critical,0,0.147,high,1,0.096,,1,0.092,low,0,0.055,critical,18,55,M,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1000000,manual_cpc,1384.52,142.07,0.988,at_risk,165.62,586.89,1.165,behind,1002.67,1159.77,0.883,behind,358.87,1418.59,2.076,ahead,758.36,1268.56,2.639,미달,90.25,219.86,0.331,미달,279.28,1463.44,2.63,미달,17.62,1083.21,0.681,exceeded,2031.42,776.98,1.151,-,1550.8,2830.07,1.235,초과,2206.95,130.74,2.938,at_risk,1550.57,589.59,1.494,behind,818.17,262.93,0.7,미달,20.07,123.57,2.319,behind,399.75,5404.79,1.598,ahead,435.71,2152.82,0.886,at_risk,2028.74,1552.83,0.974,on_track,11.95,440.81,0.142,at_risk,450.03,1154.6,2.774,초과,61.21,417.64,0.224,on_track
CAMP-0227,캠페인_여름_리타겟_227,,1,SEG-026|SEG-050|SEG-062|SEG-014|SEG-031,5,email|offline_event|affiliate|youtube,email,4,AUD-034,AUD-044,AGENCY-42|AGENCY-3|AGENCY-11,AGENCY-42,INF-146|INF-45|INF-79|INF-236,4,PRD-64|PRD-183|PRD-416|PRD-91|PRD-34,PRD-91|PRD-416|PRD-445,DEAL-131|DEAL-124|DEAL-53|DEAL-70,TEAM-13,TEAM-27|TEAM-18,CAMP-0698,CAMP-0417,CR-1374|CR-225|CR-1297|CR-1319|CR-542|CR-66|CR-287|CR-1235|CR-200|CR-1161|CR-434|CR-489|CR-780|CR-783|CR-382,CR-892,seasonal,,25-12-2023,28-09-2024,active,N,0.278,medium,1,0.253,low,0,0.2,high,1,0.082,medium,0,0.118,low,1,0.211,,0,0.104,low,N,0.109,critical,0,0.27,critical,,0.165,,,0.066,high,0,0.227,critical,1,0.043,,,0.127,high,N,0.158,high,0,0.213,high,N,0.112,high,0,0.267,medium,0,0.168,critical,1,0.068,low,40,55,male,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,50000000,-,1732.16,388.97,2.022,미달,798.34,2542.76,1.239,on_track,271.28,3910.89,2.858,미달,1421.85,710.52,0.974,ahead,29.79,685.45,2.9,on_track,1084.07,2389.61,0.583,초과,27.67,660.48,0.232,초과,1220.63,767.34,2.101,,54.69,930.37,0.17,at_risk,1283.89,3389.35,1.481,미달,691.67,321.76,0.264,초과,1968.95,99.47,0.263,ahead,4691.04,694.93,0.28,ahead,3711.72,852.04,1.921,on_track,800.55,411.9,1.239,미달,582.8,586.74,1.601,ahead,1431.59,1300.23,2.944,,119.89,687.43,0.449,미달,305.28,772.42,0.831,at_risk,223.08,386.12,0.172,ahead
CAMP-0228,캠페인_여름_리타겟_228,,0,SEG-074|SEG-046|SEG-038|SEG-090|SEG-003|SEG-085|SEG-051,7,email|meta_ads|ott_ads|kakao_moment,email,4,AUD-066|AUD-141,AUD-199,AGENCY-37|AGENCY-4|AGENCY-49,AGENCY-37,,0,PRD-131|PRD-267|PRD-26|PRD-152|PRD-421|PRD-198,PRD-137,DEAL-74|DEAL-32|DEAL-136,TEAM-8,TEAM-10|TEAM-14,CAMP-0651|CAMP-0642|CAMP-0393,CAMP-0296|CAMP-0364|CAMP-0358,CR-940|CR-1199|CR-587|CR-1376|CR-361|CR-735|CR-115|CR-281|CR-1375|CR-121|CR-1274|CR-959|CR-297|CR-354,CR-1138,consideration,brand_lift,17-07-2025,26-02-2024,active,1,0.249,low,0,0.055,critical,Y,0.109,high,0,0.078,,0,0.027,medium,1,0.074,critical,0,0.028,critical,Y,0.083,high,0,0.3,,1,0.271,critical,1,0.222,medium,0,0.217,medium,Y,0.097,low,0,0.042,medium,Y,0.277,low,0,0.167,low,0,0.122,critical,1,0.105,low,0,0.042,low,0,0.009,,13,35,male,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1000000,target_roas,65.74,3177.43,2.909,exceeded,152.06,319.91,2.361,at_risk,184.46,830.21,0.554,behind,4789.37,72.49,2.018,미달,499.61,1437.68,2.261,on_track,69.07,506.38,1.282,at_risk,2311.03,68.41,2.673,exceeded,178.85,2539.2,1.522,on_track,911.18,721.43,1.495,on_track,1029.64,349.5,0.959,at_risk,377.17,894.07,1.878,초과,218.74,283.17,0.114,on_track,1857.86,512.33,0.23,초과,348.33,1026.26,0.465,미달,519.55,488.89,2.788,미달,894.91,1056.32,2.207,on_track,212.98,3083.76,2.383,behind,1617.61,639.68,2.101,ahead,501.83,921.68,1.732,미달,913.47,691.63,2.234,ahead
CAMP-0229,캠페인_여름_브랜딩_229,,0,SEG-002|SEG-073|SEG-088|SEG-100|SEG-096,5,affiliate|tiktok_ads|ott_ads|naver_ads,affiliate,4,AUD-194|AUD-115|AUD-117,AUD-162|AUD-057,AGENCY-18,AGENCY-18,INF-197|INF-55|INF-288,3,PRD-367,PRD-453,DEAL-5,TEAM-6,TEAM-11,CAMP-0837|CAMP-0207|CAMP-0024,CAMP-0829|CAMP-0508|CAMP-0389,CR-140|CR-437|CR-610|CR-671|CR-1218|CR-162|CR-579|CR-501|CR-1200|CR-440|CR-604|CR-61|CR-1026|CR-873,CR-1441,always_on,sales,17-09-2023,17-02-2024,paused,1,0.153,medium,Y,0.072,,0,0.04,critical,0,0.192,,0,0.218,critical,0,0.174,low,1,0.287,high,1,0.21,low,1,0.097,medium,1,0.168,high,,0.149,,1,0.189,high,0,0.231,low,1,0.122,high,0,0.205,low,0,0.218,critical,0,0.21,high,1,0.275,critical,0,0.277,high,1,0.139,medium,30,45,all,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5000000,max_conversions,1939.51,1749.09,2.459,미달,250.09,1345.28,1.741,,266.54,670.83,2.385,UNKNOWN,1409.19,333.94,0.954,초과,486.64,200.55,0.687,초과,3109.38,1050.07,1.826,behind,2199.16,1013.23,0.853,on_track,315.97,1473.71,2.141,초과,1930.5,221.96,0.782,behind,207.88,1152.06,0.44,ahead,447.17,261.38,1.747,on_track,542.02,96.62,0.261,at_risk,75.41,131.75,1.308,at_risk,491.85,20.11,1.312,at!risk,730.02,1025.15,2.461,on_track,933.83,1160.94,0.93,ahead,184.79,1757.62,1.743,ahead,264.03,340.5,0.161,ahead,71.68,388.69,2.493,미입력,1783.65,117.58,0.725,
